station_id,suburb,road_name,period,traffic_count,wgs84_latitude,wgs84_longitude
MRDSTC,Caragabal,Newell Highway,PM PEAK,447,-33.759418,147.523041
MUB001,Mulwala,Melbourne Street,ALL DAYS,9262,-36.003071,146.003235
MUB001,Mulwala,Melbourne Street,AM PEAK,1897,-36.003071,146.003235
MUB001,Mulwala,Melbourne Street,OFF PEAK,4756,-36.003071,146.003235
MUB001,Mulwala,Melbourne Street,PM PEAK,2847,-36.003071,146.003235
NNDSTC,Euroley,Sturt Highway,ALL DAYS,1250,-34.696266,146.341217
NNDSTC,Euroley,Sturt Highway,AM PEAK,278,-34.696266,146.341217
NNDSTC,Euroley,Sturt Highway,OFF PEAK,681,-34.696266,146.341217
NNDSTC,Euroley,Sturt Highway,PM PEAK,337,-34.696266,146.341217
NNGSTC,Nyngan,Mitchell Highway,ALL DAYS,1184,-31.568691,147.209168
NNGSTC,Nyngan,Mitchell Highway,AM PEAK,302,-31.568691,147.209168
NNGSTC,Nyngan,Mitchell Highway,OFF PEAK,601,-31.568691,147.209168
NNGSTC,Nyngan,Mitchell Highway,PM PEAK,340,-31.568691,147.209168
PHSTC,Jones Island,Pacific Highway,ALL DAYS,17173,-31.860619,152.600388
PHSTC,Jones Island,Pacific Highway,AM PEAK,3736,-31.860619,152.600388
PHSTC,Jones Island,Pacific Highway,OFF PEAK,9271,-31.860619,152.600388
PHSTC,Jones Island,Pacific Highway,PM PEAK,4403,-31.860619,152.600388
T0085,Hornsby Heights,Galston Road,ALL DAYS,5782,-33.665455,151.090271
T0085,Hornsby Heights,Galston Road,AM PEAK,1963,-33.665455,151.090271
T0085,Hornsby Heights,Galston Road,OFF PEAK,2205,-33.665455,151.090271
T0085,Hornsby Heights,Galston Road,PM PEAK,2164,-33.665455,151.090271
T0146,Boggabilla,Newell Highway,ALL DAYS,3908,-28.566883,150.321152
T0146,Boggabilla,Newell Highway,AM PEAK,738,-28.566883,150.321152
T0146,Boggabilla,Newell Highway,OFF PEAK,2294,-28.566883,150.321152
T0146,Boggabilla,Newell Highway,PM PEAK,1138,-28.566883,150.321152
T0233,Jerilderie,Newell Highway,ALL DAYS,1989,-35.350391,145.756058
T0233,Jerilderie,Newell Highway,AM PEAK,373,-35.350391,145.756058
T0233,Jerilderie,Newell Highway,OFF PEAK,1155,-35.350391,145.756058
T0233,Jerilderie,Newell Highway,PM PEAK,546,-35.350391,145.756058
T0234,Balranald,Sturt Highway,ALL DAYS,1191,-34.6745,143.571899
T0234,Balranald,Sturt Highway,AM PEAK,215,-34.6745,143.571899
T0234,Balranald,Sturt Highway,OFF PEAK,705,-34.6745,143.571899
T0234,Balranald,Sturt Highway,PM PEAK,305,-34.6745,143.571899
T0254,Euroley,Sturt Highway,ALL DAYS,1253,-34.69595,146.340912
T0254,Euroley,Sturt Highway,AM PEAK,278,-34.69595,146.340912
T0254,Euroley,Sturt Highway,OFF PEAK,682,-34.69595,146.340912
T0254,Euroley,Sturt Highway,PM PEAK,339,-34.69595,146.340912
T0259,Dundee,New England Highway,ALL DAYS,2223,-29.56786,151.865753
T0259,Dundee,New England Highway,AM PEAK,437,-29.56786,151.865753
T0259,Dundee,New England Highway,OFF PEAK,1222,-29.56786,151.865753
T0259,Dundee,New England Highway,PM PEAK,577,-29.56786,151.865753
T0264,Maclean,Pacific Highway,ALL DAYS,13903,-29.434433,153.240707
T0264,Maclean,Pacific Highway,AM PEAK,3188,-29.434433,153.240707
T0264,Maclean,Pacific Highway,OFF PEAK,7716,-29.434433,153.240707
T0264,Maclean,Pacific Highway,PM PEAK,3565,-29.434433,153.240707
T0274-PR,Marulan,Hume Highway,ALL DAYS,20691,-34.704567,150.014954
T0274-PR,Marulan,Hume Highway,AM PEAK,3650,-34.704567,150.014954
T0274-PR,Marulan,Hume Highway,OFF PEAK,9650,-34.704567,150.014954
T0274-PR,Marulan,Hume Highway,PM PEAK,5373,-34.704567,150.014954
T0298,Blackheath,Great Western Highway Hvcs,ALL DAYS,12776,-33.617626,150.274033
T0298,Blackheath,Great Western Highway Hvcs,AM PEAK,2652,-33.617626,150.274033
T0298,Blackheath,Great Western Highway Hvcs,OFF PEAK,6094,-33.617626,150.274033
T0298,Blackheath,Great Western Highway Hvcs,PM PEAK,3486,-33.617626,150.274033
T0337,Galston,Galston Road,ALL DAYS,6087,-33.654926,151.060974
T0337,Galston,Galston Road,AM PEAK,2031,-33.654926,151.060974
T0337,Galston,Galston Road,OFF PEAK,2335,-33.654926,151.060974
T0337,Galston,Galston Road,PM PEAK,2247,-33.654926,151.060974
T0342,Galston,Galston Road,ALL DAYS,5800,-33.65556,151.063828
T0342,Galston,Galston Road,AM PEAK,1960,-33.65556,151.063828
T0342,Galston,Galston Road,OFF PEAK,2218,-33.65556,151.063828
T0342,Galston,Galston Road,PM PEAK,2153,-33.65556,151.063828
T0345,Hornsby,Galston Road,ALL DAYS,17281,-33.689632,151.097748
T0345,Hornsby,Galston Road,AM PEAK,4977,-33.689632,151.097748
T0345,Hornsby,Galston Road,OFF PEAK,7370,-33.689632,151.097748
T0345,Hornsby,Galston Road,PM PEAK,5909,-33.689632,151.097748
T0384,Bell,Bells Line Of Road,ALL DAYS,3162,-33.511532,150.284225
T0384,Bell,Bells Line Of Road,AM PEAK,548,-33.511532,150.284225
T0384,Bell,Bells Line Of Road,OFF PEAK,1503,-33.511532,150.284225
T0384,Bell,Bells Line Of Road,PM PEAK,798,-33.511532,150.284225
T0479-PR,Mount White,Pacific Motorway,ALL DAYS,77732,-33.454525,151.206726
T0479-PR,Mount White,Pacific Motorway,AM PEAK,17524,-33.454525,151.206726
T0479-PR,Mount White,Pacific Motorway,OFF PEAK,36925,-33.454525,151.206726
T0479-PR,Mount White,Pacific Motorway,PM PEAK,22167,-33.454525,151.206726
T0485,Blackheath,Great Western Highway Hvcs,ALL DAYS,12471,-33.616264,150.273102
T0485,Blackheath,Great Western Highway Hvcs,AM PEAK,2538,-33.616264,150.273102
T0485,Blackheath,Great Western Highway Hvcs,OFF PEAK,6009,-33.616264,150.273102
T0485,Blackheath,Great Western Highway Hvcs,PM PEAK,3366,-33.616264,150.273102
T0492,Bargo,Remembrance Driveway,ALL DAYS,4748,-34.313366,150.586014
T0492,Bargo,Remembrance Driveway,AM PEAK,1265,-34.313366,150.586014
T0492,Bargo,Remembrance Driveway,OFF PEAK,2278,-34.313366,150.586014
T0492,Bargo,Remembrance Driveway,PM PEAK,1485,-34.313366,150.586014
T0493,Bargo,Avon Dam Road,ALL DAYS,4700,-34.308601,150.599533
T0493,Bargo,Avon Dam Road,AM PEAK,1320,-34.308601,150.599533
T0493,Bargo,Avon Dam Road,OFF PEAK,2220,-34.308601,150.599533
T0493,Bargo,Avon Dam Road,PM PEAK,1537,-34.308601,150.599533
T0494,Marulan,Jaorimin Road,ALL DAYS,330,-34.690311,149.999191
T0494,Marulan,Jaorimin Road,AM PEAK,114,-34.690311,149.999191
T0494,Marulan,Jaorimin Road,OFF PEAK,202,-34.690311,149.999191
T0494,Marulan,Jaorimin Road,PM PEAK,60,-34.690311,149.999191
T0497,Biddon,Newell Highway,ALL DAYS,1807,-31.616983,148.746139
T0497,Biddon,Newell Highway,AM PEAK,394,-31.616983,148.746139
T0497,Biddon,Newell Highway,OFF PEAK,997,-31.616983,148.746139
T0497,Biddon,Newell Highway,PM PEAK,448,-31.616983,148.746139
T0498,Coonabarabran,Newell Highway,ALL DAYS,1622,-31.236635,149.31575
T0498,Coonabarabran,Newell Highway,AM PEAK,312,-31.236635,149.31575
T0498,Coonabarabran,Newell Highway,OFF PEAK,914,-31.236635,149.31575
T0498,Coonabarabran,Newell Highway,PM PEAK,395,-31.236635,149.31575
THSTC,Chinderah,Pacific Motorway,ALL DAYS,39113,-28.245531,153.546005
THSTC,Chinderah,Pacific Motorway,AM PEAK,9089,-28.245531,153.546005
THSTC,Chinderah,Pacific Motorway,OFF PEAK,19596,-28.245531,153.546005
THSTC,Chinderah,Pacific Motorway,PM PEAK,10897,-28.245531,153.546005
TMGSTC,Tomingley,Newell Highway,ALL DAYS,2652,-32.57792282,148.2220154
TMGSTC,Tomingley,Newell Highway,AM PEAK,610,-32.57792282,148.2220154
TMGSTC,Tomingley,Newell Highway,OFF PEAK,1407,-32.57792282,148.2220154
TMGSTC,Tomingley,Newell Highway,PM PEAK,699,-32.57792282,148.2220154
